AREA,AREA_TITLE,AREA_TYPE,PRIM_STATE,NAICS,NAICS_TITLE,I_GROUP,OWN_CODE,OCC_CODE,OCC_TITLE,O_GROUP,TOT_EMP,EMP_PRSE,A_MEAN,MEAN_PRSE,A_PCT10,A_PCT25,AM_ROUND,AM,PT10,PT25
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,37-2021,Pest Control Workers,detailed,"91,160",1.2,"42,210",0.6,"29,250","35,090","40,000",42.21,29.25,35.09
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,37-3000,Grounds Maintenance Workers,minor,"1,001,160",0.5,"38,100",0.4,"27,710","30,600","40,000",38.1,27.71,30.6
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,37-3010,Grounds Maintenance Workers,broad,"1,001,160",0.5,"38,100",0.4,"27,710","30,600","40,000",38.1,27.71,30.6
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,37-3011,Landscaping and Groundskeeping Workers,detailed,"914,230",0.6,"37,270",0.3,"27,550","30,400","40,000",37.27,27.55,30.4
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,37-3012,"Pesticide Handlers, Sprayers, and Applicators, Vegetation",detailed,"22,740",5,"42,560",1.1,"29,270","35,730","40,000",42.56,29.27,35.73
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,37-3013,Tree Trimmers and Pruners,detailed,"48,150",4.4,"49,820",1.4,"30,650","37,950","50,000",49.82,30.65,37.95
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,37-3019,"Grounds Maintenance Workers, All Other",detailed,"16,050",6.3,"43,750",2,"29,120","32,770","40,000",43.75,29.12,32.77
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,39-0000,Personal Care and Service Occupations,major,"2,835,650",0.7,"36,210",0.5,"21,830","26,620","40,000",36.21,21.83,26.62
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,39-1000,Supervisors of Personal Care and Service Workers,minor,"205,440",0.7,"48,790",0.5,"29,360","35,710","50,000",48.79,29.36,35.71
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,39-1010,First-Line Supervisors of Entertainment and Recreation Workers,broad,"100,950",0.9,"50,310",0.5,"29,870","36,310","50,000",50.31,29.87,36.31
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,39-1013,First-Line Supervisors of Gambling Services Workers,detailed,"21,900",1.1,"56,400",0.6,"35,200","46,430","60,000",56.4,35.2,46.43
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,39-1014,"First-Line Supervisors of Entertainment and Recreation Workers, Except Gambling Services",detailed,"79,060",1.1,"48,630",0.6,"29,270","35,250","50,000",48.63,29.27,35.25
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,39-1020,First-Line Supervisors of Personal Service Workers,broad,"104,480",1.4,"47,330",0.6,"29,070","35,140","50,000",47.33,29.07,35.14
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,39-1022,First-Line Supervisors of Personal Service Workers,detailed,"104,480",1.4,"47,330",0.6,"29,070","35,140","50,000",47.33,29.07,35.14
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,39-2000,Animal Care and Service Workers,minor,"274,380",2.6,"32,780",0.5,"22,350","26,650","30,000",32.78,22.35,26.65
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,39-2010,Animal Trainers,broad,"17,710",3.6,"41,820",2.6,"27,050","29,660","40,000",41.82,27.05,29.66
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,39-2011,Animal Trainers,detailed,"17,710",3.6,"41,820",2.6,"27,050","29,660","40,000",41.82,27.05,29.66
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,39-2020,Animal Caretakers,broad,"256,670",2.7,"32,160",0.6,"22,250","26,370","30,000",32.16,22.25,26.37
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,39-2021,Animal Caretakers,detailed,"256,670",2.7,"32,160",0.6,"22,250","26,370","30,000",32.16,22.25,26.37
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,39-3000,Entertainment Attendants and Related Workers,minor,"539,090",0.9,"29,830",0.5,"20,160","22,700","30,000",29.83,20.16,22.7
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,39-3010,Gambling Services Workers,broad,"91,460",1,"34,170",0.8,"19,880","22,290","30,000",34.17,19.88,22.29
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,39-3011,Gambling Dealers,detailed,"71,290",0.8,"34,350",0.9,"19,590","22,060","30,000",34.35,19.59,22.06
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,39-3012,Gambling and Sports Book Writers and Runners,detailed,"7,910",4.5,"32,310",2,"20,890","24,760","30,000",32.31,20.89,24.76
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,39-3019,"Gambling Service Workers, All Other",detailed,"12,260",4.5,"34,340",1.2,"22,140","25,740","30,000",34.34,22.14,25.74
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,39-3020,Motion Picture Projectionists,broad,"1,900",11.7,"35,710",3.5,"21,730","26,380","40,000",35.71,21.73,26.38
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,39-3021,Motion Picture Projectionists,detailed,"1,900",11.7,"35,710",3.5,"21,730","26,380","40,000",35.71,21.73,26.38
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,39-3030,"Ushers, Lobby Attendants, and Ticket Takers",broad,"98,350",2.1,"28,700",0.7,"20,020","22,240","30,000",28.7,20.02,22.24
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,39-3031,"Ushers, Lobby Attendants, and Ticket Takers",detailed,"98,350",2.1,"28,700",0.7,"20,020","22,240","30,000",28.7,20.02,22.24
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,39-3090,Miscellaneous Entertainment Attendants and Related Workers,broad,"347,380",1.3,"28,980",0.5,"20,260","22,880","30,000",28.98,20.26,22.88
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,39-3091,Amusement and Recreation Attendants,detailed,"324,580",1.4,"28,350",0.6,"20,170","22,790","30,000",28.35,20.17,22.79
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,39-3092,Costume Attendants,detailed,"5,730",3.4,"55,070",1.3,"31,310","37,220","60,000",55.07,31.31,37.22
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,39-3093,"Locker Room, Coatroom, and Dressing Room Attendants",detailed,"12,130",3.9,"32,560",1.2,"22,620","25,730","30,000",32.56,22.62,25.73
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,39-3099,"Entertainment Attendants and Related Workers, All Other",detailed,"4,930",7.3,"30,810",2.3,"18,700","21,470","30,000",30.81,18.7,21.47
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,39-4000,Funeral Service Workers,minor,"63,770",1.2,"45,010",1.3,"25,870","29,650","50,000",45.01,25.87,29.65
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,39-4010,Embalmers and Crematory Operators,broad,"6,880",4.9,"49,440",1.8,"31,170","36,800","50,000",49.44,31.17,36.8
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,39-4011,Embalmers,detailed,"3,950",4,"54,120",1.8,"31,600","41,490","50,000",54.12,31.6,41.49
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,39-4012,Crematory Operators,detailed,"2,930",10.8,"43,120",1.7,"30,630","34,840","40,000",43.12,30.63,34.84
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,39-4020,Funeral Attendants,broad,"32,950",1.7,"34,340",1.3,"23,210","27,880","30,000",34.34,23.21,27.88
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,39-4021,Funeral Attendants,detailed,"32,950",1.7,"34,340",1.3,"23,210","27,880","30,000",34.34,23.21,27.88
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,39-4030,"Morticians, Undertakers, and Funeral Arrangers",broad,"23,940",2.3,"58,430",1.6,"30,440","38,480","60,000",58.43,30.44,38.48
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,39-4031,"Morticians, Undertakers, and Funeral Arrangers",detailed,"23,940",2.3,"58,430",1.6,"30,440","38,480","60,000",58.43,30.44,38.48
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,39-5000,Personal Appearance Workers,minor,"521,210",0.9,"38,720",0.8,"22,290","28,140","40,000",38.72,22.29,28.14
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,39-5010,"Barbers, Hairdressers, Hairstylists and Cosmetologists",broad,"310,750",2.5,"38,930",0.9,"21,840","27,450","40,000",38.93,21.84,27.45
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,39-5011,Barbers,detailed,"12,690",16.8,"39,350",2.5,"22,880","28,930","40,000",39.35,22.88,28.93
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,39-5012,"Hairdressers, Hairstylists, and Cosmetologists",detailed,"298,050",3.2,"38,910",1,"21,800","27,400","40,000",38.91,21.8,27.4
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,39-5090,Miscellaneous Personal Appearance Workers,broad,"210,460",2,"38,400",1.7,"23,510","29,260","40,000",38.4,23.51,29.26
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,39-5091,"Makeup Artists, Theatrical and Performance",detailed,"2,970",17.8,"93,850",5.8,"37,440","48,420","90,000",93.85,37.44,48.42
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,39-5092,Manicurists and Pedicurists,detailed,"138,020",1.9,"33,560",1,"23,330","29,120","30,000",33.56,23.33,29.12
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,39-5093,Shampooers,detailed,"7,480",8.5,"27,870",2.1,"21,430","24,650","30,000",27.87,21.43,24.65
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,39-5094,Skincare Specialists,detailed,"61,990",3.9,"47,790",3.3,"25,540","31,020","50,000",47.79,25.54,31.02
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,39-6000,"Baggage Porters, Bellhops, and Concierges",minor,"64,120",3.6,"36,140",1,"24,330","29,120","40,000",36.14,24.33,29.12
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,39-6010,"Baggage Porters, Bellhops, and Concierges",broad,"64,120",3.6,"36,140",1,"24,330","29,120","40,000",36.14,24.33,29.12
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,39-6011,Baggage Porters and Bellhops,detailed,"26,520",3.3,"33,130",1.3,"22,210","27,240","30,000",33.13,22.21,27.24
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,39-6012,Concierges,detailed,"37,600",4.8,"38,270",1.3,"26,880","30,460","40,000",38.27,26.88,30.46
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,39-7000,Tour and Travel Guides,minor,"41,180",3,"37,790",1.2,"23,400","28,220","40,000",37.79,23.4,28.22
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,39-7010,Tour and Travel Guides,broad,"41,180",3,"37,790",1.2,"23,400","28,220","40,000",37.79,23.4,28.22
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,39-7010,Tour and Travel Guides,detailed,"41,180",3,"37,790",1.2,"23,400","28,220","40,000",37.79,23.4,28.22
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,39-9000,Other Personal Care and Service Workers,minor,"1,126,460",0.7,"36,080",0.7,"21,980","26,520","40,000",36.08,21.98,26.52
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,39-9010,Childcare Workers,broad,"459,460",2.1,"29,570",0.5,"21,250","23,530","30,000",29.57,21.25,23.53
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,39-9011,Childcare Workers,detailed,"459,460",2.1,"29,570",0.5,"21,250","23,530","30,000",29.57,21.25,23.53
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,39-9030,Recreation and Fitness Workers,broad,"520,920",1.2,"41,870",1,"22,970","28,510","40,000",41.87,22.97,28.51
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,39-9031,Exercise Trainers and Group Fitness Instructors,detailed,"250,540",1.6,"50,170",1.6,"23,920","31,530","50,000",50.17,23.92,31.53
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,39-9032,Recreation Workers,detailed,"270,380",1.1,"34,170",0.5,"22,580","27,040","30,000",34.17,22.58,27.04
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,39-9040,Residential Advisors,broad,"86,770",2,"37,530",0.6,"25,580","29,800","40,000",37.53,25.58,29.8
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,39-9041,Residential Advisors,detailed,"86,770",2,"37,530",0.6,"25,580","29,800","40,000",37.53,25.58,29.8
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,39-9090,Miscellaneous Personal Care and Service Workers,broad,"59,310",3,"33,580",0.8,"22,510","28,200","30,000",33.58,22.51,28.2
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,39-9099,"Personal Care and Service Workers, All Other",detailed,"59,310",3,"33,580",0.8,"22,510","28,200","30,000",33.58,22.51,28.2
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,41-0000,Sales and Related Occupations,major,"13,183,250",0.3,"50,370",0.6,"23,180","28,310","50,000",50.37,23.18,28.31
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,41-1000,Supervisors of Sales Workers,minor,"1,334,680",0.5,"58,450",0.4,"30,060","37,010","60,000",58.45,30.06,37.01
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,41-1010,First-Line Supervisors of Sales Workers,broad,"1,334,680",0.5,"58,450",0.4,"30,060","37,010","60,000",58.45,30.06,37.01
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,41-1011,First-Line Supervisors of Retail Sales Workers,detailed,"1,097,160",0.8,"50,130",0.3,"29,310","35,900","50,000",50.13,29.31,35.9
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,41-1012,First-Line Supervisors of Non-Retail Sales Workers,detailed,"237,520",1.2,"96,890",0.5,"47,570","63,150","100,000",96.89,47.57,63.15
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,41-2000,Retail Sales Workers,minor,"7,584,940",0.7,"32,500",0.2,"22,090","25,850","30,000",32.5,22.09,25.85
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,41-2010,Cashiers,broad,"3,314,840",0.7,"28,760",0.3,"21,440","23,920","30,000",28.76,21.44,23.92
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,41-2011,Cashiers,detailed,"3,296,040",0.7,"28,730",0.3,"21,440","23,920","30,000",28.73,21.44,23.92
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,41-2012,Gambling Change Persons and Booth Cashiers,detailed,"18,800",1.8,"32,950",0.7,"21,130","24,960","30,000",32.95,21.13,24.96
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,41-2020,Counter and Rental Clerks and Parts Salespersons,broad,"630,050",1.4,"39,290",0.4,"24,020","29,380","40,000",39.29,24.02,29.38
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,41-2021,Counter and Rental Clerks,detailed,"370,770",1.3,"39,320",0.5,"24,620","29,680","40,000",39.32,24.62,29.68
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,41-2022,Parts Salespersons,detailed,"259,280",2,"39,250",0.4,"23,510","29,030","40,000",39.25,23.51,29.03
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,41-2030,Retail Salespersons,broad,"3,640,040",0.6,"34,730",0.3,"22,590","26,950","30,000",34.73,22.59,26.95
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,41-2031,Retail Salespersons,detailed,"3,640,040",0.6,"34,730",0.3,"22,590","26,950","30,000",34.73,22.59,26.95
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,41-3000,"Sales Representatives, Services",minor,"2,124,250",0.8,"81,230",1.1,"34,850","45,170","80,000",81.23,34.85,45.17
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,41-3010,Advertising Sales Agents,broad,"106,560",1.9,"73,260",1.4,"30,510","39,990","70,000",73.26,30.51,39.99
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,41-3011,Advertising Sales Agents,detailed,"106,560",1.9,"73,260",1.4,"30,510","39,990","70,000",73.26,30.51,39.99
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,41-3020,Insurance Sales Agents,broad,"445,540",1.3,"76,950",2.1,"31,530","40,030","80,000",76.95,31.53,40.03
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,41-3021,Insurance Sales Agents,detailed,"445,540",1.3,"76,950",2.1,"31,530","40,030","80,000",76.95,31.53,40.03
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,41-3030,"Securities, Commodities, and Financial Services Sales Agents",broad,"443,220",1,"100,740",1.7,"40,200","48,300","100,000",100.74,40.2,48.3
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,41-3031,"Securities, Commodities, and Financial Services Sales Agents",detailed,"443,220",1,"100,740",1.7,"40,200","48,300","100,000",100.74,40.2,48.3
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,41-3040,Travel Agents,broad,"53,180",7,"48,250",1.8,"29,650","36,590","50,000",48.25,29.65,36.59
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,41-3041,Travel Agents,detailed,"53,180",7,"48,250",1.8,"29,650","36,590","50,000",48.25,29.65,36.59
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,41-3090,"Miscellaneous Sales Representatives, Services",broad,"1,075,750",1.1,"77,390",0.9,"34,390","45,280","80,000",77.39,34.39,45.28
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,41-3091,"Sales Representatives of Services, Except Advertising, Insurance, Financial Services, and Travel",detailed,"1,075,750",1.1,"77,390",0.9,"34,390","45,280","80,000",77.39,34.39,45.28
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,41-4000,"Sales Representatives, Wholesale and Manufacturing",minor,"1,564,230",0.6,"83,030",0.6,"36,780","48,460","80,000",83.03,36.78,48.46
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,41-4010,"Sales Representatives, Wholesale and Manufacturing",broad,"1,564,230",0.6,"83,030",0.6,"36,780","48,460","80,000",83.03,36.78,48.46
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,41-4011,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",detailed,"290,830",1.5,"109,950",0.9,"46,160","62,500","110,000",109.95,46.16,62.5
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,41-4012,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",detailed,"1,273,400",0.5,"76,890",0.6,"35,790","47,220","80,000",76.89,35.79,47.22
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,41-9000,Other Sales and Related Workers,minor,"575,150",1.3,"64,480",1.7,"27,080","32,470","60,000",64.48,27.08,32.47
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,41-9010,"Models, Demonstrators, and Product Promoters",broad,"45,480",4.1,"40,230",1.4,"26,200","29,530","40,000",40.23,26.2,29.53
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,41-9011,Demonstrators and Product Promoters,detailed,"43,410",4.2,"38,470",1.4,"26,200","29,420","40,000",38.47,26.2,29.42
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,41-9012,Models,detailed,"2,070",12.1,"77,310",10.1,"27,170","29,540","80,000",77.31,27.17,29.54
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,41-9020,Real Estate Brokers and Sales Agents,broad,"245,320",1.8,"71,200",4,"29,880","37,230","70,000",71.2,29.88,37.23
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,41-9021,Real Estate Brokers,detailed,"52,310",8.9,"90,930",12.6,"36,360","49,280","90,000",90.93,36.36,49.28
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,41-9022,Real Estate Sales Agents,detailed,"193,010",4,"65,850",1.4,"29,130","36,090","70,000",65.85,29.13,36.09
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,41-9030,Sales Engineers,broad,"59,700",2.7,"125,460",1.5,"64,790","82,940","130,000",125.46,64.79,82.94
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,41-9031,Sales Engineers,detailed,"59,700",2.7,"125,460",1.5,"64,790","82,940","130,000",125.46,64.79,82.94
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,41-9040,Telemarketers,broad,"96,520",2.6,"33,600",0.7,"22,350","27,360","30,000",33.6,22.35,27.36
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,41-9041,Telemarketers,detailed,"96,520",2.6,"33,600",0.7,"22,350","27,360","30,000",33.6,22.35,27.36
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,41-9090,Miscellaneous Sales and Related Workers,broad,"128,130",3.2,"55,080",2.2,"27,110","32,210","60,000",55.08,27.11,32.21
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,41-9091,"Door-to-Door Sales Workers, News and Street Vendors, and Related Workers",detailed,"8,640",7.4,"36,280",2.3,"20,540","25,130","40,000",36.28,20.54,25.13
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,41-9099,"Sales and Related Workers, All Other",detailed,"119,490",3.5,"56,440",2.3,"27,860","32,710","60,000",56.44,27.86,32.71
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,43-0000,Office and Administrative Support Occupations,major,"18,674,770",0.1,"45,550",0.1,"28,700","34,230","50,000",45.55,28.7,34.23
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,43-1000,Supervisors of Office and Administrative Support Workers,minor,"1,495,440",0.2,"65,510",0.3,"38,420","48,040","70,000",65.51,38.42,48.04
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,43-1010,First-Line Supervisors of Office and Administrative Support Workers,broad,"1,495,440",0.2,"65,510",0.3,"38,420","48,040","70,000",65.51,38.42,48.04
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,43-1011,First-Line Supervisors of Office and Administrative Support Workers,detailed,"1,495,440",0.2,"65,510",0.3,"38,420","48,040","70,000",65.51,38.42,48.04
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,43-2000,Communications Equipment Operators,minor,"52,700",2.7,"37,870",0.4,"26,000","29,780","40,000",37.87,26,29.78
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,43-2010,"Switchboard Operators, Including Answering Service",broad,"47,430",2.8,"37,230",0.4,"25,640","29,650","40,000",37.23,25.64,29.65
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,43-2011,"Switchboard Operators, Including Answering Service",detailed,"47,430",2.8,"37,230",0.4,"25,640","29,650","40,000",37.23,25.64,29.65
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,43-2020,Telephone Operators,broad,"4,030",7.3,"41,590",1.9,"27,430","31,220","40,000",41.59,27.43,31.22
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,43-2021,Telephone Operators,detailed,"4,030",7.3,"41,590",1.9,"27,430","31,220","40,000",41.59,27.43,31.22
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,43-2090,Miscellaneous Communications Equipment Operators,broad,"1,240",10.4,"50,140",2.9,"29,540","38,880","50,000",50.14,29.54,38.88
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,43-2099,"Communications Equipment Operators, All Other",detailed,"1,240",10.4,"50,140",2.9,"29,540","38,880","50,000",50.14,29.54,38.88
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,43-3000,Financial Clerks,minor,"2,824,120",0.7,"45,600",0.2,"30,120","36,130","50,000",45.6,30.12,36.13
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,43-3010,Bill and Account Collectors,broad,"202,840",1.3,"42,820",0.4,"29,510","34,800","40,000",42.82,29.51,34.8
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,43-3011,Bill and Account Collectors,detailed,"202,840",1.3,"42,820",0.4,"29,510","34,800","40,000",42.82,29.51,34.8
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,43-3020,Billing and Posting Clerks,broad,"441,980",1.2,"44,800",0.2,"31,580","36,800","40,000",44.8,31.58,36.8
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,43-3021,Billing and Posting Clerks,detailed,"441,980",1.2,"44,800",0.2,"31,580","36,800","40,000",44.8,31.58,36.8
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,43-3030,"Bookkeeping, Accounting, and Auditing Clerks",broad,"1,550,750",0.7,"47,440",0.2,"30,460","37,180","50,000",47.44,30.46,37.18
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,43-3031,"Bookkeeping, Accounting, and Auditing Clerks",detailed,"1,550,750",0.7,"47,440",0.2,"30,460","37,180","50,000",47.44,30.46,37.18
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,43-3040,Gambling Cage Workers,broad,"11,730",2.5,"33,370",0.7,"23,480","28,230","30,000",33.37,23.48,28.23
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,43-3041,Gambling Cage Workers,detailed,"11,730",2.5,"33,370",0.7,"23,480","28,230","30,000",33.37,23.48,28.23
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,43-3050,Payroll and Timekeeping Clerks,broad,"159,190",1.3,"52,300",0.4,"34,220","40,470","50,000",52.3,34.22,40.47
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,43-3051,Payroll and Timekeeping Clerks,detailed,"159,190",1.3,"52,300",0.4,"34,220","40,470","50,000",52.3,34.22,40.47
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,43-3060,Procurement Clerks,broad,"63,340",1,"46,560",0.3,"32,450","37,800","50,000",46.56,32.45,37.8
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,43-3061,Procurement Clerks,detailed,"63,340",1,"46,560",0.3,"32,450","37,800","50,000",46.56,32.45,37.8
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,43-3070,Tellers,broad,"352,440",2.1,"36,800",0.3,"28,570","31,140","40,000",36.8,28.57,31.14
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,43-3071,Tellers,detailed,"352,440",2.1,"36,800",0.3,"28,570","31,140","40,000",36.8,28.57,31.14
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,43-3090,Miscellaneous Financial Clerks,broad,"41,850",4,"49,710",1.6,"33,330","39,000","50,000",49.71,33.33,39
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,43-3099,"Financial Clerks, All Other",detailed,"41,850",4,"49,710",1.6,"33,330","39,000","50,000",49.71,33.33,39
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,43-4000,Information and Record Clerks,minor,"5,615,960",0.4,"40,500",0.1,"27,280","31,000","40,000",40.5,27.28,31
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,43-4010,Brokerage Clerks,broad,"42,700",3.9,"59,200",0.7,"40,090","48,070","60,000",59.2,40.09,48.07
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,43-4011,Brokerage Clerks,detailed,"42,700",3.9,"59,200",0.7,"40,090","48,070","60,000",59.2,40.09,48.07
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,43-4020,Correspondence Clerks,broad,"4,970",5.6,"42,560",1.8,"29,930","34,740","40,000",42.56,29.93,34.74
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,43-4021,Correspondence Clerks,detailed,"4,970",5.6,"42,560",1.8,"29,930","34,740","40,000",42.56,29.93,34.74
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,43-4030,"Court, Municipal, and License Clerks",broad,"159,760",0.8,"46,280",0.2,"30,310","36,440","50,000",46.28,30.31,36.44
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,43-4031,"Court, Municipal, and License Clerks",detailed,"159,760",0.8,"46,280",0.2,"30,310","36,440","50,000",46.28,30.31,36.44
